/transport/bus/generic,Crown
/transport/bus/generic/occupancy,Crown
/transport/bus/generic/ghgp/other,???
/transport/bus/generic/ghgp/other/biomassfuel,???
/transport/bus/generic/ghgp/us,???
/transport/bus/generic/ghgp/us/biomassfuel,???
/transport/bus/generic/ghgp/us/perPassenger,???
/transport/byDistance/passenger,Crown
/transport/byDistance/freight,EIA
/transport/byFuel,Crown
/transport/byFuel/us,???
/transport/byFuel/us/biomassfuel,???
/transport/byFuel/other,???
/transport/byFuel/other/biomassfuel,???
/transport/car/bands/ireland,Ireland
transport/car/generic,Crown
/transport/car/generic/electric,???
/transport/car/specific/us,???
/transport/car/specific/uk,Crown
/transport/car/specific/hydrogen,???
/transport/lgv/generic,Crown
/transport/lgv/generic/freight/ghgp/other,???
/transport/lgv/generic/freight/ghgp/us/heavyduty,???
/transport/lgv/generic/freight/ghgp/other/lightgoods,???
/transport/lgv/generic/ghgp/lightgoods/us,???
/transport/lgv/generic/freight/ghgp/lightgoods/other,???
/transport/lgv/generic/ghgp/heavyduty/other,???
/transport/lgv/generic/freight/ghgp/heavyduty/us,???
/transport/minibus/generic,Crown
/transport/motorcycle/generic,Crown
/transport/motorcycle/generic/ghgp/other,???
/transport/motorcycle/generic/ghgp/us,???
/transport/other,???
/transport/plane/generic,Crown
/transport/plane/generic/passengerclass,Crown
/transport/plane/generic/freight,Crown
/transport/plane/generic/freight/ghgp/other,???
/transport/plane/generic/freight/ghgp/us,???
/transport/plane/generic/distance,???
/transport/plane/generic/airports/all/codes,Common
/transport/plane/generic/airports/all/countries,Common
/transport/plane/generic/airports/codes,???
/transport/plane/generic/airports/countries,???
/transport/plane/specific/jet,EEA
/transport/plane/specific/turboprop,EEA
/transport/plane/specific/military,EEA
/transport/ship/generic,Crown
/transport/ship/generic/freight,Crown
/transport/ship/generic/freight/ghgp/other,???
/transport/ship/generic/freight/ghgp/us,???
/transport/taxi/generic,Crown
/transport/taxi/generic/perpassenger,Crown
/transport/taxi/generic/ghgp/us/perPassenger,???
/transport/train/generic,Crown
/transport/train/generic/freight/ghgp/other,???
/transport/train/generic/freight/ghgp/us,???
/transport/train/generic/ghgp/us/perpassenger,???
/transport/van/generic,Crown
/planet/country/uk/aggregate/actonco2/peoplelikeme/appliances,Crown
/planet/country/uk/aggregate/actonco2/peoplelikeme/home,Crown
/planet/country/uk/aggregate/actonco2/peoplelikeme/travel,Crown
/planet/country/uk/average/appliances,Crown
/planet/country/uk/average/home,Crown
/planet/country/uk/average/travel,Crown

